,RegionName,Zhvi
2883,53140,122200
2884,97306,255900
2885,34743,169800
2886,78221,84600
2887,80122,397900
2888,34758,154600
2889,31601,69100
2890,21811,213200
2891,53562,342400
2892,93955,458300
2893,55426,236100
2894,95070,2321300
2895,90039,825700
2896,48101,112700
2897,22042,472200
2898,60035,507300
2899,30214,195300
2900,15010,125100
2901,60515,322400
2902,38834,117400
2903,32817,203000
2904,17046,133500
2905,29455,420000
2906,72205,153800
2907,60050,155300
2908,47421,86000
2909,32548,169000
2910,37659,137100
2911,77075,146200
2912,6051,125300
2913,55428,181400
2914,55443,239000
2915,27332,141600
2916,75254,154900
2917,75604,130500
2918,19038,269900
2919,60142,231000
2920,20165,463200
2921,91350,491900
2922,74464,111400
2923,3079,280100
2924,33407,142700
2925,76401,146800
2926,32905,101500
2927,70364,148500
2928,53220,132000
2929,40504,129400
2930,18015,132600
2931,89002,250700
2932,80033,346200
2933,31705,55800
2934,75229,407700
2935,97008,362100
2936,60076,292300
2937,91325,632400
2938,60624,137600
2939,84081,254000
2940,19601,66800
2941,77502,121100
2942,91739,582300
2943,30306,631800
2944,6708,114900
2945,33026,231700
2946,49024,155000
2947,43512,97700
2948,33809,155600
2949,91776,578500
2950,39212,60600
2951,14620,133500
2952,48317,162600
2953,91403,1054000
2954,93420,655800
2955,22312,421400
2956,97321,253700
2957,85395,314500
2958,15650,123600
2959,37205,548500
2960,27517,386200
2961,2889,187600
2962,16066,282900
2963,47362,61800
2964,33870,82600
2965,33073,319400
2966,29715,197000
2967,37921,113700
2968,29440,137000
2969,95204,206500
2970,39157,161200
2971,12205,182000
2972,98512,280800
2973,89503,248300
2974,32962,115800
2975,8610,160600
2976,6824,619500
2977,91356,891300
2978,70503,195300
2979,95210,206100
2980,37743,91200
2981,98466,314000
2982,95132,888100
2983,1826,285900
2984,23601,173600
2985,11580,401400
2986,37415,141900
2987,81504,179600
2988,8822,373800
2989,55024,246600
2990,76117,112300
2991,37086,153500
2992,23233,309200
2993,60110,138300
2994,92120,574000
2995,39466,110200
2996,29745,146200
2997,53095,211800
2998,92802,534800
2999,98498,263400
3000,55033,231500
3001,11566,497900
3002,61108,79600
3003,55128,220700
3004,80239,245900
3005,30240,116800
3006,53213,131900
3007,21133,231500
3008,48045,181500
3009,2176,523800
3010,91352,445400
3011,29680,175400
3012,74006,122200
3013,94510,564600
3014,96825,880400
3015,66213,316300
3016,90031,531900
3017,92869,693100
3018,43212,328400
3019,76040,189400
3020,17022,180700
3021,18901,370800
3022,48602,37600
3023,98121,462200
3024,6033,308500
3025,29611,82700
3026,98335,442000
3027,93637,200400
3028,97062,411500
3029,93710,230900
3030,80104,345700
3031,18052,169300
3032,33076,453800
3033,32117,86400
3034,32408,208500
3035,2038,395400
3036,29154,117700
3037,93021,613200
3038,92008,763800
3039,32118,181100
3040,15213,145500
3041,36605,52300
3042,32901,132900
3043,2131,447400
3044,48116,241300
3045,37931,193600
3046,43219,62900
3047,80241,322900
3048,11937,1042500
3049,95337,369000
3050,32773,138500
3051,80304,820600
3052,76016,196800
3053,53105,186500
3054,72113,196600
3055,11050,852600
3056,33618,242300
3057,96814,410800
3058,94306,2303500
3059,28146,147400
3060,85743,220300
3061,76182,230700
3062,3062,255500
3063,46176,101600
3064,22309,375200
3065,12302,173600
3066,97225,514300
3067,14606,98000
3068,77018,332100
3069,33626,318000
3070,92675,662600
3071,78703,785200
3072,7110,367200
3073,92123,524500
3074,60102,228100
3075,94134,798200
3076,95842,235600
3077,92311,105900
3078,95660,204300
3079,35205,138800
3080,70802,72500
3081,72903,134600
3082,6095,192700
3083,95356,301600
3084,13905,94000
3085,32806,228900
3086,7054,444400
3087,81007,206100
3088,20155,447500
3089,17110,138300
3090,46241,63100
3091,90221,340700
3092,60139,168000
3093,85140,182700
3094,44708,108300
3095,32550,355000
3096,68123,182600
3097,70663,158600
3098,22102,500100
3099,71457,155300
3100,21075,329900
3101,12804,211100
3102,47302,42400
3103,35803,160800
3104,91007,1101400
3105,34238,322000
3106,45042,119400
3107,31525,127900
3108,38506,146100
3109,53406,148400
3110,37323,116800
3111,49015,112500
3112,37311,99700
3113,33304,300700
3114,7050,188500
3115,46131,120000
3116,46526,127100
3117,70360,206200
3118,80303,601600
3119,60181,219300
3120,76014,132800
3121,98273,251700
3122,2906,432600
3123,32505,54400
3124,30094,146200
3125,6320,142900
3126,80237,396900
3127,46947,58600
3128,18360,156200
3129,97502,225800
3130,29708,294800
3131,93454,318600
3132,76548,167000
3133,80911,197200
3134,28602,98200
3135,80301,506800
3136,95838,210100
3137,85053,187400
3138,47933,110900
3139,20191,419300
3140,41018,117600
3141,76048,152700
3142,84095,333900
3143,82601,173700
3144,70607,135200
3145,78552,93300
3146,70126,129600
3147,48238,37000
3148,90017,536800
3149,97035,486100
3150,28715,212800
3151,38801,112900
3152,95148,810500
3153,35811,134200
3154,60516,315800
3155,2536,339700
3156,11710,446900
3157,8003,286200
3158,18940,422000
3159,1876,361200
3160,37067,432300
3161,32119,138900
3162,32757,180400
3163,34472,96500
3164,17815,149500
3165,8050,253800
3166,10017,741900
3167,54952,143200
3168,2302,227500
3169,19454,315300
3170,43082,309400
3171,8087,182100
3172,93657,205500
3173,75039,469200
3174,10562,364900
3175,48708,62100
3176,78746,936200
3177,6811,274600
3178,85298,341300
3179,61801,122200
3180,55403,244800
3181,70815,155100
3182,22101,950900
3183,33781,143900
3184,2721,224900
3185,53072,294500
3186,30904,75400
3187,48336,169200
3188,80919,337900
3189,6109,239400
3190,77014,150600
3191,29707,264700
3192,98029,623800
3193,2132,509100
3194,27012,199600
3195,40505,105800
3196,94002,1521400
3197,2116,966100
3198,60621,101400
3199,2072,322000
3200,8330,156100
3201,1923,393900
3202,97220,285300
3203,7103,170900
3204,85331,435900
3205,29926,385500
3206,22079,430000
3207,44663,115300
3208,68502,132000
3209,48080,114300
3210,95118,887000
3211,48108,248000
3212,90023,372000
3213,94607,545300
3214,74137,287400
3215,18201,65100
3216,83651,132400
3217,55105,326700
3218,96793,517900
3219,94530,773300
3220,95816,499600
3221,91722,437100
3222,33772,194400
3223,15210,59000
3224,97068,479700
3225,97132,281500
3226,89081,202900
3227,94549,1355900
3228,77087,109400
3229,31093,68300
3230,89113,224800
3231,98007,562300
3232,1845,469600
3233,33426,181200
3234,92586,219300
3235,92843,527600
3236,78628,265100
3237,1757,288800
3238,37801,143100
3239,7042,487900
3240,21030,333500
3241,22315,465600
3242,30340,176000
3243,28209,298000
3244,30045,183300
3245,95603,381600
3246,49519,130200
3247,20770,155200
3248,2861,177000
3249,83702,298600
3250,34114,282400
3251,64093,149000
3252,64012,129300
3253,62221,138500
3254,60133,182200
3255,48309,293500
3256,27278,221400
3257,84118,173700
3258,37215,610600
3259,92124,584000
3260,29928,414800
3261,40065,165600
3262,39209,47100
3263,85541,220900
3264,30013,149400
3265,38024,82800
3266,39452,131500
3267,92083,413800
3268,84057,213100
3269,97070,418400
3270,32533,166300
3271,98404,198000
3272,84405,186300
3273,23238,277800
3274,93704,211400
3275,84116,178200
3276,61109,88800
3277,29801,82900
3278,85349,120900
3279,34471,153400
3280,91106,601100
3281,84660,223500
3282,49525,177700
3283,95472,806300
3284,60099,118900
3285,81004,79000
3286,95205,143800
3287,48192,98400
3288,33837,167500
3289,30082,237000
3290,77904,174600
3291,32459,442100
3292,37055,135400
3293,36609,121300
3294,6705,94600
3295,53227,149700
3296,31021,110900
3297,2119,390900
3298,21801,150100
3299,22206,419200
3300,55347,377900
3301,98445,236600
3302,33708,311800
3303,18045,214400
3304,76710,118300
3305,32789,373300
3306,58504,252200
3307,63121,59000
3308,11727,269300
3309,54911,123700
3310,86326,190300
3311,90274,1726000
3312,66604,79500
3313,15205,124900
3314,91321,447700
3315,11228,839000
3316,77833,157500
3317,76012,205700
3318,48135,96900
3319,94598,923900
3320,46530,215800
3321,6118,153900
3322,55417,243100
3323,15216,125700
3324,12306,150000
3325,93305,129200
3326,21601,268300
3327,32129,160100
3328,48220,128700
3329,7018,180500
3330,75110,100600
3331,48328,131000
3332,10038,1028000
3333,2891,318100
3334,94559,550400
3335,86409,128300
3336,94597,755700
3337,48150,155900
3338,94132,956600
3339,33703,196100
3340,11510,380400
3341,90302,368600
3342,25177,94600
3343,50021,198900
3344,22310,437700
3345,72211,175200
3346,93215,180900
3347,31707,82800
3348,46077,337800
3349,84103,369300
3350,6604,165200
3351,20723,396900
3352,39211,142900
3353,37388,122000
3354,38114,42300
3355,60048,410700
3356,8205,158900
3357,77802,168300
3358,98684,268700
3359,32779,303500
3360,98607,405700
3361,95348,226500
3362,90621,508400
3363,63118,86000
3364,23703,185400
3365,84088,244000
3366,75208,196300
3367,22401,291200
3368,75010,278500
3369,27514,388900
3370,90601,500400
3371,55419,335500
3372,98001,319900
3373,99216,180700
3374,72704,175500
3375,35802,190800
3376,78728,231200
3377,35806,200100
3378,80234,318200
3379,55811,182600
3380,11379,671800
3381,1821,388700
3382,95032,1525500
3383,91791,555100
3384,92595,362500
3385,37849,149900
3386,32401,106100
3387,53222,118800
3388,75224,117400
3389,34116,226200
3390,23116,282200
3391,71105,161700
3392,55126,258800
3393,93035,552600
3394,98146,376400
3395,48335,258600
3396,83687,148100
3397,11735,382200
3398,61615,166600
3399,47712,105700
3400,68801,121800
3401,46750,75800
3402,6776,253300
3403,94555,904600
3404,85742,187000
3405,64030,101800
3406,59404,180000
3407,80602,405800
3408,44685,170400
3409,49085,167400
3410,75234,182600
3411,95219,342700
3412,6851,403500
3413,30008,142100
3414,97086,463100
3415,33056,186400
3416,27545,162300
3417,53403,94900
3418,98021,494700
3419,47408,166800
3420,28401,126100
3421,33145,357700
3422,19468,239200
3423,43119,146600
3424,89141,268500
3425,29617,117300
3426,20111,307500
3427,15044,260800
3428,97212,686300
3429,85353,181400
3430,90260,500900
3431,99337,245100
3432,93706,118900
3433,67037,167000
3434,46214,111800
3435,86301,275300
3436,80222,372200
3437,46240,199600
3438,70634,137000
3439,22041,305500
3440,96813,593400
3441,28217,91000
3442,22602,223400
3443,33852,114200
3444,33712,85600
3445,8226,510100
3446,32819,269000
3447,40205,262400
3448,92555,333400
3449,76020,162800
3450,29673,141100
3451,2143,588900
3452,98901,156200
3453,80138,441100
3454,44483,66600
3455,95117,992700
3456,32963,548300
3457,28001,108700
3458,64111,160300
3459,76087,235400
3460,72015,115300
3461,97005,309400
3462,70791,191000
3463,33487,394400
3464,33408,316000
3465,78260,301600
3466,80202,484500
3467,23236,205200
3468,33510,163600
3469,60134,321500
3470,20740,291000
3471,37379,161400
3472,60077,220100
3473,94596,900900
3474,17109,141200
3475,22405,257100
3476,75503,140100
3477,33541,163100
3478,33455,273200
3479,49418,180500
3480,11901,306900
3481,60061,311000
3482,47591,92300
3483,64138,88700
3484,6854,324400
3485,43606,98000
3486,3801,351200
3487,60510,278900
3488,91763,373100
3489,30012,98200
3490,78626,193900
3491,60655,227300
3492,53225,102000
3493,93004,525300
3494,20708,324200
3495,1880,477600
3496,43206,74700
3497,48076,161000
3498,68127,151200
3499,48203,53000
3500,19125,215700
3501,28104,296000
3502,92081,508300
3503,80005,380000
3504,66215,205900
3505,91030,1098300
3506,38135,161700
3507,3431,160000
3508,84115,188400
3509,97201,438400
3510,91006,1000400
3511,30345,408300
3512,46202,181700
3513,83713,204800
3514,63028,141500
3515,17901,69400
3516,90712,517700
3517,20175,469800
3518,33706,356800
3519,8520,235000
3520,1605,209600
3521,61611,125000
3522,91101,504900
3523,35173,212700
3524,46815,110800
3525,98271,285300
3526,37716,116600
3527,31410,236400
3528,33019,376900
3529,95677,385500
3530,70461,184600
3531,28590,147000
3532,40258,111900
3533,70805,78600
3534,29169,120200
3535,48906,83000
3536,93105,1055000
3537,6514,165800
3538,95492,552100
3539,55429,167900
3540,31522,334400
3541,75092,156100
3542,80129,409400
3543,33496,346000
3544,48390,179200
3545,90605,453500
3546,33629,468700
3547,11793,445200
3548,7013,318900
3549,19142,71200
3550,75766,88000
3551,38119,159400
3552,47203,166000
3553,60636,79600
3554,60018,246600
3555,38122,53200
3556,33607,128700
3557,32233,212300
3558,91214,767100
3559,11003,377300
3560,40206,168300
3561,84117,305600
3562,45356,83700
3563,48167,302800
3564,49509,112100
3565,28658,97900
3566,60185,221400
3567,63755,151500
3568,91354,538800
3569,39056,136800
3570,70131,169900
3571,88005,137500
3572,1851,261600
3573,85340,271000
3574,20603,295800
3575,48092,134000
3576,80923,258900
3577,22153,492900
3578,85335,159900
3579,34691,78000
3580,32778,155700
3581,74135,156600
3582,98405,220200
3583,31794,118500
3584,32701,139600
3585,85024,249400
3586,95003,821100
3587,13088,120600
3588,92782,682300
3589,11413,424600
3590,32308,195300
3591,1906,363800
3592,31322,179200
3593,33755,159300
3594,29909,283600
3595,47303,64200
3596,35640,108200
3597,74011,158800
3598,84058,215300
3599,98665,276300
3600,33912,269400
3601,31324,226000
3602,70114,129800
3603,97003,294400
3604,76011,115600
3605,48316,240700
3606,82604,184400
3607,34974,109300
3608,37912,111100
3609,23222,109100
3610,30224,109000
3611,48042,259500
3612,2760,328800
3613,29201,142200
3614,19802,117800
3615,33763,101300
3616,30241,82400
3617,53210,80300
3618,77049,141400
3619,28081,119900
3620,10956,448600
3621,78634,178700
3622,48141,40800
3623,30286,72200
3624,6105,129700
3625,90404,800800
3626,97601,134000
3627,29316,134300
3628,98011,535500
3629,30501,134400
3630,35801,203000
3631,72223,315600
3632,34982,121000
3633,75240,212800
3634,84037,292400
3635,46239,135800
3636,43202,212100
3637,14617,123100
3638,60559,244200
3639,99654,240500
3640,85119,212800
3641,98531,161200
3642,95834,316300
3643,60646,391500
3644,92139,394200
3645,33909,166400
3646,95818,491700
3647,89142,160700
3648,85737,272900
3649,37355,130400
3650,59602,237800
3651,68154,203100
3652,76001,191100
3653,38053,111800
3654,46628,72600
3655,21015,294400
3656,7631,356100
3657,37303,125500
3658,94402,1646000
3659,23701,139900
3660,91803,579000
3661,38583,108700
3662,78244,124500
3663,34476,149300
3664,7701,373100
3665,7501,177100
3666,98106,388700
3667,43085,248600
3668,76712,174000
3669,32163,297400
3670,92673,861800
3671,68137,150400
3672,98110,703200
3673,53405,96000
3674,98112,989500
3675,55318,260000
3676,94609,850000
3677,54130,149100
3678,39206,62500
3679,94063,860500
3680,60445,127800
3681,60544,194800
3682,98037,402400
3683,94545,558200
3684,33913,277000
3685,43605,39300
3686,16823,180500
3687,22152,461600
3688,11572,443000
3689,32221,151000
3690,49006,121500
3691,78757,386700
3692,49048,79700
3693,10710,460900
3694,60452,170200
3695,30533,191100
3696,92653,712400
3697,18301,129900
3698,72206,74600
3699,92284,154500
3700,98367,317400
3701,70130,407500
3702,46236,169800
3703,2144,673800
3704,60914,163100
3705,68046,212800
3706,98040,1243300
3707,54403,116400
3708,66102,49900
3709,33325,347400
3710,94062,1808200
3711,30296,88000
3712,40508,83600
3713,46304,168600
3714,19053,267900
3715,85212,271300
3716,35007,153900
3717,77017,116000
3718,7039,556400
3719,76110,103600
3720,60187,289400
3721,34202,386100
3722,93552,247900
3723,77067,123600
3724,78132,349400
3725,60827,65700
3726,32003,243200
3727,32605,162300
3728,89434,255200
3729,10598,399500
3730,86401,125600
3731,98221,370400
3732,98685,325500
3733,8005,233500
3734,77530,116900
3735,76504,78800
3736,32927,139800
3737,91364,793600
3738,83616,345600
3739,55068,246400
3740,74008,187700
3741,68144,169100
3742,92679,851600
3743,33563,114300
3744,33825,81700
3745,33701,324400
3746,38106,48000
3747,27565,129200
3748,35020,51100
3749,94585,334000
3750,29405,115200
3751,85297,294200
3752,48340,56900
3753,48504,51100
3754,77066,147900
3755,84084,215200
3756,98626,147800
3757,68005,136500
3758,90254,1396100
3759,98373,279900
3760,48315,291600
3761,54902,155500
3762,32960,126000
3763,77071,144400
3764,19810,298200
3765,94124,746900
3766,30143,164500
3767,6042,163500
3768,20784,248900
3769,72301,68900
3770,6880,1103400
3771,90041,753500
3772,93703,142400
3773,60091,650900
3774,32223,238000
3775,7026,316400
3776,94518,596600
3777,95632,303400
3778,1830,276800
3779,22902,260100
3780,71118,127500
3781,16506,165300
3782,34639,220400
3783,17315,148200
3784,16803,265400
3785,7106,165600
3786,99801,321800
3787,95618,593900
3788,13210,127900
3789,98409,184600
3790,43004,175400
3791,33030,173900
3792,64131,125300
3793,6410,292100
3794,32504,139700
3795,21001,198000
3796,91351,438700
3797,11420,440200
3798,91733,425500
3799,40222,251500
3800,46322,147300
3801,55427,227500
3802,94595,588500
3803,76123,159800
3804,90059,310900
3805,41051,166100
3806,32169,312700
3807,48093,126100
3808,72116,164700
3809,33174,238300
3810,46250,171600
3811,33830,101400
3812,75232,110400
3813,60051,171300
3814,49444,61500
3815,30088,93800
3816,94603,351700
3817,30655,136900
3818,76209,158400
3819,80817,208800
3820,45406,48200
3821,7748,413600
3822,34677,198800
3823,19406,288400
3824,1002,304300
3825,80904,231500
3826,66104,48800
3827,93901,456200
3828,98072,629000
3829,7010,433600
3830,63052,161600
3831,23113,416500
3832,33066,111600
3833,2145,460400
3834,2745,220600
3835,46234,138000
3836,29505,139800
3837,7719,380700
3838,3054,253300
3839,38637,83200
3840,43223,64200
3841,34210,167000
3842,53713,174300
3843,20602,236200
3844,60002,191000
3845,6074,243000
3846,78238,129700
3847,72501,101200
3848,6830,1617800
3849,95824,192200
3850,97838,170300
3851,84601,191900
3852,1109,113800
3853,46375,209200
3854,61244,92600
3855,67218,82700
3856,88012,133600
3857,44319,132000
3858,55378,273900
3859,83714,182400
3860,28461,234700
3861,77047,139400
3862,68803,155000
3863,2478,875200
3864,53144,154200
3865,34275,309900
3866,19018,131600
3867,11414,496600
3868,38138,259900
3869,68106,132500
3870,53189,275900
3871,80113,370900
3872,99577,316900
3873,92236,212400
3874,30720,128700
3875,11570,655200
3876,95242,336100
3877,12078,77800
3878,92602,851200
3879,43607,44000
3880,92231,196700
3881,86303,301900
3882,38632,169600
3883,61103,64100
3884,37804,143500
3885,20152,502800
3886,99645,243100
3887,33625,194200
3888,30168,118200
3889,27701,124500
3890,43035,279000
3891,22408,243100
3892,7675,538900
3893,34769,149100
3894,91042,526700
3895,96819,778100
3896,33901,145700
3897,35805,69200
3898,90810,396500
3899,23607,99800
3900,48329,149700
3901,29418,145000
3902,15202,128700
3903,77016,69800
3904,89145,182300
3905,40223,245500
3906,11731,419100
3907,63112,125200
3908,6704,89900
3909,60015,496900
3910,8755,267800
3911,92277,108500
3912,32953,233900
3913,87102,122800
3914,77005,943300
3915,89512,165800
3916,74112,97100
3917,89011,219600
3918,31906,72600
3919,54650,185300
3920,33596,252000
3921,35124,180400
3922,11722,232500
3923,20121,353000
3924,79930,93100
3925,2852,289200
3926,19355,460000
3927,1854,243200
3928,43227,76000
3929,37412,112700
3930,8204,279000
3931,7860,225200
3932,28278,227500
3933,55305,298800
3934,53545,132900
3935,28570,169700
3936,95501,248900
3937,32606,190800
3938,46970,64800
3939,77022,101600
3940,47404,147600
3941,98126,488900
3942,46221,96700
3943,32539,139400
3944,98338,300400
3945,20721,392400
3946,92706,579800
3947,28144,107900
3948,75089,227700
3949,21146,474200
3950,28083,107200
3951,61111,94100
3952,94619,666000
3953,32563,208300
3954,32803,246700
3955,33967,212900
3956,98383,329300
3957,92583,222800
3958,39350,105800
3959,85629,178200
3960,44484,101900
3961,71201,156100
3962,15101,221600
3963,15136,111700
3964,28147,147200
3965,12553,195100
3966,37334,96200
3967,1108,142300
3968,80550,330500
3969,12208,176800
3970,31401,222700
3971,30528,142000
3972,85259,581900
3973,37862,172200
3974,84070,228100
3975,33301,529700
3976,22180,634900
3977,85013,263800
3978,76106,75200
3979,7424,345400
3980,55102,187100
3981,28804,334200
3982,84663,219700
3983,44310,59700
3984,45039,185800
3985,33314,175300
3986,97333,283400
3987,32536,161800
3988,91602,725600
3989,75225,1204200
3990,97071,197700
3991,28787,246300
3992,31763,141700
3993,96007,191500
3994,60087,122600
3995,53150,274800
3996,92614,651200
3997,32177,72400
3998,98372,314800
3999,2026,428600
4000,53916,123200
4001,83607,155000
4002,70820,160200
4003,79902,147900
4004,38464,96700
4005,34601,117100
4006,7430,452900
4007,1824,384500
4008,75460,57400
4009,34747,222200
4010,75205,1340100
4011,34224,169500
4012,31792,89100
4013,11530,792800
4014,40203,87100
4015,48204,38500
4016,92508,437200
4017,72019,157500
4018,10512,256600
4019,92604,700800
4020,95864,501800
4021,85756,142800
4022,83402,125500
4023,97116,297700
4024,77098,488700
4025,16510,113300
4026,70448,230800
4027,10708,694600
4028,92883,437400
4029,33054,140800
4030,32967,184100
4031,85304,202600
4032,21114,343700
4033,46725,126900
4034,89701,229800
4035,20653,240800
4036,80130,423900
4037,13069,81300
4038,95503,261300
4039,48326,148200
4040,27262,91100
4041,85381,240300
4042,45805,90100
4043,89406,168300
4044,22032,544600
4045,47331,64400
4046,84606,191400
4047,44012,217900
4048,48075,129200
4049,48306,378700
4050,33570,173500
4051,98375,266300
4052,49464,180600
4053,46312,55800
4054,98248,311700
4055,81501,162200
4056,20853,422600
4057,30122,121400
4058,95405,524400
4059,33936,110400
4060,2215,490600
4061,66208,232500
4062,34105,280100
4063,7006,511900
4064,43215,219200
4065,11542,509700
4066,94589,306400
4067,1803,481700
4068,68135,227400
4069,27260,55300
4070,93933,476000
4071,33328,340200
4072,55420,208600
4073,37934,308400
4074,33716,86400
4075,28012,155100
4076,18062,247500
4077,98188,300000
4078,76002,192200
4079,98101,535000
4080,80922,246200
4081,34654,174300
4082,97015,350700
4083,40160,117800
4084,76140,119400
4085,6114,99700
4086,11803,543700
4087,72118,82800
4088,60156,209900
4089,70363,114000
4090,78702,341900
4091,17036,209000
4092,90272,2534400
4093,68107,85800
4094,49037,54700
4095,30297,51200
4096,63104,196200
4097,98311,268400
4098,78382,192800
4099,1013,166400
4100,80110,299700
4101,48009,430900
4102,11741,330300
4103,92011,797900
4104,54301,134900
4105,27101,91400
4106,10566,302900
4107,93654,194600
4108,48327,150100
4109,6473,269800
4110,27617,271800
4111,33782,144200
4112,19607,148100
4113,6451,144300
4114,32966,175100
4115,17406,149900
4116,76114,101900
4117,63043,156900
4118,19150,147600
4119,11725,424900
4120,77414,139200
4121,81401,194300
4122,98284,234900
4123,67216,76400
4124,94801,303700
4125,91303,425900
4126,17408,157100
4127,30327,908500
4128,39601,106000
4129,60466,70400
4130,18064,226600
4131,61571,141600
4132,60642,374400
4133,2134,417500
4134,14220,98200
4135,60172,235400
4136,32043,172500
4137,70127,132600
4138,14216,163500
4139,33993,193600
4140,30260,78500
4141,37615,159300
4142,92119,542800
4143,47803,85000
4144,11412,417700
4145,30291,92300
4146,11361,731500
4147,98406,315400
4148,55411,131700
4149,7724,338500
4150,64014,138800
4151,20912,455900
4152,61822,197100
4153,17057,131800
4154,33067,408600
4155,14623,121300
4156,28704,238200
4157,84102,244200
4158,76092,650000
4159,12047,169700
4160,29403,338900
4161,77345,260800
4162,93060,409000
4163,77076,102700
4164,84105,313800
4165,90713,537700
4166,68105,114600
4167,58703,203500
4168,28613,115100
4169,98199,793200
4170,91324,565500
4171,91504,719400
4172,28112,150000
4173,76086,131700
4174,44446,65600
4175,55123,313200
4176,89084,246600
4177,39443,110900
4178,34103,696700
4179,2186,603700
4180,60426,61500
4181,55025,246500
4182,95829,347600
4183,90680,446000
4184,60467,309000
4185,95121,695000
4186,75001,334400
4187,24551,231900
4188,34219,265600
4189,48036,160200
4190,36582,110600
4191,14607,184400
4192,5701,144100
4193,85132,146200
4194,64050,70200
4195,2050,407400
4196,66223,288600
4197,90062,418400
4198,45440,161100
4199,73701,70200
4200,47250,108700
4201,77027,530200
4202,41071,98600
4203,46158,142400
4204,8002,222000
4205,3051,257800
4206,99709,229500
4207,98008,661100
4208,35243,314400
4209,43623,113800
4210,22150,427800
4211,91302,1235100
4212,37138,196600
4213,32931,270500
4214,2879,328900
4215,2914,191400
4216,79934,127800
4217,85306,204400
4218,64052,69500
4219,64081,216000
4220,89169,133200
4221,80108,542700
4222,98272,343000
4223,80439,513000
4224,33543,207700
4225,35404,94900
4226,20190,413000
4227,92337,333100
4228,98371,297700
4229,34613,150900
4230,94621,327400
4231,91932,478500
4232,97470,153800
4233,85303,170600
4234,11763,265400
4235,37914,98400
4236,33127,160300
4237,53593,323800
4238,75189,191700
4239,18504,79200
4240,95131,820300
4241,94612,629000
4242,98664,259700
4243,70124,420300
4244,95358,208400
4245,86403,175900
4246,32763,116100
4247,98178,357300
4248,71220,79300
4249,60538,168400
4250,77033,63000
4251,1867,520800
4252,8619,221000
4253,23324,154100
4254,33584,163100
4255,78242,79300
4256,10952,626200
4257,17078,180000
4258,99203,229800
4259,32809,125300
4260,53206,52300
4261,92694,776400
4262,64155,161600
4263,29303,78400
4264,22043,566800
4265,91740,487000
4266,2180,461600
4267,28739,227400
4268,94947,707500
4269,60561,300700
4270,37203,306300
4271,94803,506800
4272,28203,343700
4273,85641,230600
4274,48214,38000
4275,48083,207600
4276,92394,200600
4277,6877,610300
4278,67213,71200
4279,91301,775200
4280,89801,225100
4281,6108,140400
4282,6610,139300
4283,73044,117600
4284,40211,80000
4285,68510,140800
4286,98275,507100
4287,46052,124100
4288,85043,161100
4289,46952,78700
4290,98597,210800
4291,71909,179900
4292,75119,127600
4293,98407,316400
4294,99354,228400
4295,60706,262200
4296,93405,661500
4297,15132,53500
4298,92354,392300
4299,98055,346100
4300,71303,165600
4301,20705,301300
4302,80132,429200
4303,90814,643900
4304,90249,478200
4305,89120,197600
4306,46321,207600
4307,91792,469700
4308,64836,75800
4309,72901,76100
4310,14020,99700
4311,86404,254200
4312,90210,5003200
4313,37405,202300
4314,6002,184300
4315,60013,215400
4316,37148,139500
4317,84414,222400
4318,60459,174200
4319,33150,153800
4320,98020,575900
4321,45414,84200
4322,60108,266800
4323,33916,95700
4324,44306,50100
4325,19122,155000
4326,80212,440900
4327,30028,214800
4328,63379,158000
4329,19133,49300
4330,33805,69700
4331,11421,461300
4332,90710,537800
4333,33013,251900
4334,93662,186100
4335,46805,69600
4336,11378,635200
4337,71292,80200
4338,33480,641800
4339,66216,216900
4340,48223,54800
4341,27263,102900
4342,64130,36700
4343,11729,325400
4344,70002,272800
4345,30601,105500
4346,48346,201900
4347,27597,144400
4348,30021,125100
4349,46953,50200
4350,95354,208100
4351,91784,624200
4352,33444,204500
4353,55076,200600
4354,92841,551100
4355,33144,291100
4356,94580,534000
4357,37865,165300
4358,2043,728600
4359,85250,315300
4360,10901,413800
4361,49428,171400
4362,22182,811700
4363,90717,603000
4364,2907,138000
4365,1602,217400
4366,91741,659900
4367,95815,180700
4368,32750,208000
4369,33470,309400
4370,37857,106400
4371,98292,364300
4372,29036,194200
4373,33579,197600
4374,39465,128300
4375,32926,153100
4376,91411,634300
4377,91752,440400
4378,68111,62900
4379,77061,150100
4380,30307,456800
4381,98671,328800
4382,76541,53600
4383,2121,353900
4384,74115,55700
4385,30512,177700
4386,63367,243900
4387,94030,1438700
4388,75020,92200
4389,84094,247500
4390,48088,137000
4391,89156,155600
4392,3833,307900
4393,44305,62300
4394,98166,483000
4395,76308,117600
4396,85373,191500
4397,39213,53200
4398,6437,348000
4399,15106,127500
4400,44236,305500
4401,15122,87200
4402,95841,246000
4403,86305,377400
4404,98310,225700
4405,92118,1555800
4406,33544,248900
4407,84109,350100
4408,22485,252700
4409,34234,122100
4410,14207,57300
4411,3867,161000
4412,63090,150300
4413,33154,653000
4414,45405,48600
4415,19428,280900
4416,49001,71000
4417,33477,374600
4418,98022,345900
4419,95959,382300
4420,35749,159000
4421,2140,652000
4422,32413,255400
4423,98074,755900
4424,60053,276100
4425,2905,179800
4426,33774,182900
4427,30248,145800
4428,66204,144700
4429,20715,312200
4430,32583,140200
4431,30504,137800
4432,43609,42800
4433,45102,148000
