,RegionName,Zhvi
548,32839,106500
549,92882,431800
550,30907,139000
551,19711,262000
552,76051,315000
553,96706,551700
554,34293,204600
555,7055,290200
556,85351,140500
557,94015,822800
558,92201,234700
559,75204,333300
560,60402,175400
561,7111,153500
562,27519,395800
563,70816,167300
564,89147,214900
565,92399,331900
566,98225,323500
567,33312,225400
568,77373,137800
569,65202,130000
570,39759,173000
571,63116,102100
572,53209,56100
573,22407,244300
574,19380,372400
575,94086,1308300
576,34748,144100
577,48038,180200
578,8021,126400
579,63301,165600
580,19131,85300
581,96797,601300
582,95350,236600
583,60638,196100
584,92704,485000
585,97504,262700
586,97206,350000
587,85255,624200
588,34698,198300
589,83709,207800
590,33437,273400
591,92024,891800
592,78520,71700
593,44646,121500
594,92553,259300
595,97405,290600
596,75093,459000
597,28025,151200
598,61265,97600
599,95008,1057800
600,92056,463300
601,19382,384600
602,75115,168700
603,60639,215100
604,10473,333300
605,84015,184900
606,19140,52500
607,99336,195200
608,22003,512000
609,34997,233900
610,7306,315700
611,76179,177000
612,92071,444900
613,10033,503000
614,27603,192200
615,95624,373000
616,19145,162400
617,11210,641300
618,23456,333700
619,96817,688200
620,22030,516600
621,70119,237800
622,92130,938800
623,32137,223100
624,36695,164100
625,38016,160800
626,92626,728700
627,85374,211500
628,89129,228200
629,34952,151800
630,90006,579900
631,23225,168400
632,23112,238700
633,92656,556500
634,78550,69100
635,78748,245700
636,30319,457200
637,29229,143300
638,47374,72000
639,29483,174600
640,92563,386500
641,63303,217700
642,48187,229500
643,93003,542500
644,98122,620500
645,85142,254100
646,28546,125700
647,79424,178500
648,38654,162800
649,19146,244400
650,90024,1044900
651,75040,157200
652,6810,229400
653,90255,367200
654,60073,134300
655,7003,310900
656,85254,429800
657,21228,278600
658,63366,198200
659,96720,301400
660,60630,280300
661,21207,174500
662,27405,87800
663,92509,338700
664,87112,166000
665,83646,220700
666,75061,152400
667,19320,214500
668,80123,355400
669,92253,383200
670,12550,170200
671,62704,121400
672,55337,240900
673,19149,118900
674,33176,262500
675,91786,421100
676,80538,292600
677,80012,252700
678,45069,216400
679,78250,142800
680,96789,651100
681,63031,93100
682,70001,221400
683,27606,213600
684,30606,161700
685,35758,193900
686,20744,285000
687,11434,406100
688,33065,180800
689,94115,1301100
690,33614,142200
691,40214,119500
692,75025,354200
693,19464,150100
694,27613,316900
695,76133,138900
696,60643,147500
697,33418,377500
698,17602,138700
699,32068,158400
700,23185,295900
701,97301,168700
702,85205,198600
703,56001,179200
704,80020,340100
705,49009,198800
706,32935,129600
707,87109,204600
708,10940,158400
709,65802,89600
710,48228,31500
711,97223,387100
712,92234,254000
713,80918,238700
714,75007,235800
715,15642,146900
716,33062,317800
717,97501,197500
718,93312,267500
719,92708,727800
720,15237,222200
721,92057,431800
722,78045,165600
723,43232,86900
724,43235,227600
725,7470,424400
726,92037,1393000
727,38111,61500
728,85375,205700
729,53511,79300
730,93277,196100
731,30032,93500
732,43615,88300
733,89502,223200
734,33322,144900
735,75703,201100
736,37660,112900
737,96744,755600
738,33810,160600
739,12065,267100
740,63136,52700
741,33125,226200
742,67212,137500
743,70506,153500
744,20850,546500
745,92805,484100
746,39401,84900
747,89115,132400
748,35215,84300
749,29501,140400
750,11691,385200
751,87105,127700
752,45014,145600
753,98661,253700
754,27615,284200
755,33914,265700
756,48044,256500
757,75098,229000
758,93063,524900
759,98125,526800
760,45324,96600
761,19147,357800
762,33020,178600
763,85224,231200
764,78681,262500
765,30114,207800
766,33615,156100
767,27360,107100
768,53215,93700
769,78247,165800
770,7601,294700
771,92880,505800
772,6492,239400
773,27529,171300
774,85283,240200
775,43207,87100
776,92103,637000
777,1844,306300
778,85122,144400
779,76010,95900
780,19335,325800
781,60411,85900
782,37918,137900
783,37043,187900
784,75080,262100
785,23188,299700
786,33612,111000
787,94117,1361100
788,47401,187800
789,55106,151700
790,80014,247800
791,35405,130900
792,91402,401500
793,91367,691800
794,97702,356700
795,91977,414400
796,54956,145000
797,30236,112200
798,95831,394000
799,89122,161300
800,72764,142900
801,34655,214400
802,93720,299500
803,16001,144400
804,46032,267700
805,92507,306700
806,78504,138600
807,96003,249200
808,23608,175300
809,30016,122000
810,22314,605500
811,60804,145700
812,97330,327900
813,93436,301800
814,58201,214600
815,29720,111400
816,77072,124100
817,55113,236200
818,80016,483500
819,18103,144100
820,34221,184200
821,13760,105000
822,33617,128800
823,20774,294500
824,80526,322600
825,95207,227300
826,72701,198400
827,90277,1067200
828,30093,132400
829,27616,180000
830,85711,136400
831,80504,344400
832,85248,309900
833,48307,254100
834,76549,107300
835,38017,290400
836,92801,478400
837,94121,1359000
838,7024,523300
839,87110,172200
840,95020,652600
841,48183,146900
842,70301,160700
843,46226,60800
844,91744,410800
845,90049,2310300
846,60435,136900
847,78254,175400
848,87507,224900
849,54115,195900
850,64118,125500
851,55104,193000
852,33442,111200
853,43224,83100
854,92404,235100
855,92780,638700
856,28403,184000
857,8540,587900
858,32216,134000
859,27215,140400
860,89148,244500
861,32837,217200
862,11706,283000
863,91766,349900
864,29414,230400
865,87123,169200
866,91706,394700
867,92346,309600
868,75023,258300
869,65803,84900
870,11758,448300
871,92260,324800
872,1970,322500
873,27612,304000
874,28110,166700
875,95616,613500
876,80229,245800
877,48235,37700
878,48219,36100
879,8401,122500
880,54703,140000
881,33415,120600
882,97202,511400
883,85207,286900
884,85018,431000
885,27107,115400
886,87108,155300
887,75219,281400
888,75227,103600
889,44870,85500
890,19403,261500
891,95060,831600
892,91406,513000
893,21044,362600
894,85260,375300
895,22554,320600
896,55112,230900
897,98270,301000
898,77015,110500
899,2895,157500
900,95828,259600
901,27604,166700
902,15108,181000
903,94611,1075500
904,85719,187400
905,33142,133600
906,32164,174500
907,48111,166500
908,90020,512600
909,12866,320400
910,60632,162300
911,63033,110300
912,55044,323600
913,30721,102500
914,90803,852800
915,85326,167600
916,96822,535600
917,98003,285700
918,32725,130500
919,19139,65200
920,75006,198200
921,78233,133700
922,90028,780400
923,95610,305500
924,85044,258600
925,48170,286300
926,33033,169000
927,28806,214400
928,90503,797500
929,29607,173000
930,8854,289200
931,37221,272800
932,90813,351700
933,27526,219000
934,95628,405400
935,85382,243600
936,30064,253200
937,8757,149200
938,34112,190500
939,54935,105500
940,32514,134100
941,19103,478100
942,74055,163900
943,47201,131200
944,70115,532900
945,60623,140100
946,14609,87200
947,27513,287100
948,30605,134500
949,85338,220600
950,34741,118900
951,80537,283200
952,77040,159500
953,61554,93600
954,92324,255100
955,20171,575900
956,33578,169300
957,94550,749900
958,95206,222100
959,29651,159300
960,16801,274300
961,94577,577600
962,21221,175000
963,40216,104200
964,94102,806300
965,94118,1776200
966,43204,86300
967,80233,271800
968,44212,163000
969,94546,682200
970,29615,218300
971,95403,498100
972,2860,162500
973,99205,141200
974,85029,170200
975,76542,129000
976,7712,340300
977,37087,204400
978,43016,253900
979,92223,291900
980,33178,334800
981,92692,674800
982,23602,188400
983,33180,391800
984,98023,320000
985,29073,125200
986,28262,157000
987,33919,176500
988,95621,258900
989,2703,271900
990,49424,176600
991,49423,146700
992,92114,402100
993,95678,335200
994,37343,162200
995,8081,176300
996,98391,331900
997,98226,332000
998,75024,402900
999,39402,163200
1000,33126,168500
1001,32835,169800
1002,38115,85400
1003,60506,155500
1004,37920,119000
1005,85016,263100
1006,75062,160500
1007,98118,430000
1008,48706,90500
1009,92129,699200
1010,92026,457400
1011,14450,189600
1012,91601,577200
1013,6460,265000
1014,79907,85600
1015,60014,195100
1016,11432,627000
1017,1453,221500
1018,29687,154000
1019,18702,59800
1020,91762,360000
1021,48843,224800
1022,33068,156000
1023,78640,173800
1024,76112,121300
1025,93906,377300
1026,91770,517300
1027,96816,984000
1028,8724,253300
1029,29910,238200
1030,21401,403200
1031,7104,239300
1032,44240,134200
1033,32746,263800
1034,98501,281500
1035,71111,183400
1036,40517,124000
1037,2124,404100
1038,75063,351400
1039,36116,83700
1040,75214,479300
1041,90630,617000
1042,85206,198700
1043,37620,111800
1044,28173,350000
1045,15068,103500
1046,21502,76800
1047,77396,153300
1048,7052,356500
1049,60201,396400
1050,85706,114300
1051,32703,159800
1052,92078,558900
1053,98387,239300
1054,91405,491800
1055,60126,373800
1056,90003,325900
1057,63122,300200
1058,21043,434700
1059,85365,160400
1060,90047,395100
1061,33904,209900
1062,75216,61300
1063,32808,87100
1064,32708,229100
1065,76017,181200
1066,97007,382400
1067,91343,511900
1068,98204,255600
1069,20902,380400
1070,90018,536600
1071,70508,211600
1072,90016,560400
1073,37076,191900
1074,28117,344400
1075,29210,100800
1076,23234,140100
1077,30518,209200
1078,30076,309200
1079,94403,1252100
1080,40509,193700
1081,70810,221200
1082,46220,187000
1083,91942,450100
1084,90247,437700
1085,91702,399500
1086,63026,204500
1087,60440,173800
1088,28306,157100
1089,93446,436200
1090,53202,240100
1091,80631,176200
1092,33161,202300
1093,29412,279100
1094,93291,219400
1095,80011,240100
1096,30809,226300
1097,33165,328200
1098,85713,103800
1099,28412,180000
1100,18104,193700
1101,92407,274500
1102,34744,189400
1103,77089,157500
1104,91304,585100
1105,65201,140000
1106,13601,124000
1107,90043,519600
1108,95822,250800
1109,77008,378300
1110,92870,654000
1111,85383,352100
1112,94114,1538000
1113,33435,140800
1114,96818,468200
1115,29407,248600
1116,77088,121800
1117,80231,288200
1118,94010,2182800
1119,44203,90600
1120,29803,154200
1121,63017,362500
1122,95124,1070900
1123,68516,225600
1124,38109,53600
1125,8816,350300
1126,33179,124700
1127,30034,103400
1128,98105,812100
1129,94590,284300
1130,98277,279200
1131,90022,394400
1132,32224,251900
1133,80220,449600
1134,55125,280200
1135,23669,165100
1136,97006,345100
1137,92504,319300
1138,37601,123300
1139,19128,227900
1140,43551,186400
1141,59101,157100
1142,55416,282800
1143,47905,131900
1144,90037,372100
1145,58104,287000
1146,85041,159600
1147,60089,295000
1148,96734,945900
1149,37115,151300
1150,98258,327300
1151,84041,199200
1152,7960,542300
1153,32940,246300
1154,90045,997800
1155,79928,113800
1156,23220,219700
1157,18102,81100
1158,44094,168300
1159,91761,392800
1160,48104,358700
1161,32159,209800
1162,28226,321000
1163,97123,310500
1164,44720,151100
1165,93551,336500
1166,34203,230600
1167,56560,180200
1168,37604,131000
1169,92111,525900
1170,48198,95800
1171,80501,288500
1172,80127,408600
1173,11772,262800
1174,48073,200900
1175,92116,541400
1176,32257,183700
1177,77099,133500
1178,92027,426500
1179,18974,286600
1180,93033,399100
1181,6606,164400
1182,98033,744100
1183,85234,280000
1184,20854,870400
1185,80210,527700
1186,75248,388200
1187,10065,1469800
1188,90278,857100
1189,90005,721000
1190,85209,229900
1191,44224,166100
1192,20772,274300
1193,6082,171800
1194,98837,140800
1195,38128,70600
1196,80401,460300
1197,91344,579700
1198,60010,495400
1199,85202,193800
1200,19121,60200
1201,32780,118800
1202,11222,980900
1203,98902,141900
1204,48060,83800
1205,29621,154500
1206,20008,802000
1207,15235,89100
1208,97302,240700
1209,46514,122500
1210,83686,155900
1211,1752,314800
1212,13440,95500
1213,92392,218800
1214,85020,198900
1215,60123,163000
1216,92211,317200
1217,33175,306100
1218,21921,208200
1219,30097,389300
1220,77090,153800
1221,99362,204200
1222,30350,418700
1223,83704,171300
1224,49442,63600
1225,27103,138300
1226,98004,1002900
1227,38501,135600
1228,27609,264700
1229,15317,228100
1230,10459,338600
1231,55408,220700
1232,14701,59400
1233,20176,479900
1234,92028,523200
1235,30324,337100
1236,48911,77000
1237,94605,543800
1238,94066,890200
1239,92691,666000
1240,49201,135700
1241,85712,144200
1242,34667,135000
1243,46254,102200
1244,29150,83400
1245,84043,271500
1246,70003,185500
1247,60609,136300
1248,95404,613200
1249,94539,1397000
1250,95336,314100
1251,75071,278900
1252,92545,240900
1253,53211,283000
1254,33134,434200
1255,92672,862100
1256,1801,411100
1257,53207,147200
1258,49504,118300
1259,76039,202600
1260,85208,183800
1261,60645,190600
1262,90660,417900
1263,54915,150500
1264,34209,214000
1265,28311,141600
1266,91950,382100
1267,8817,277700
1268,37209,241800
1269,22903,272900
1270,97219,451700
1271,97030,265600
1272,53214,107000
1273,98801,242300
1274,32073,153900
1275,30157,138100
1276,60505,117400
1277,19460,277500
1278,92009,790200
1279,92886,756700
1280,55117,179100
1281,91745,609200
1282,78227,91200
1283,41017,189600
1284,77064,162000
1285,11561,509600
1286,30309,288500
1287,30506,208500
1288,46237,125300
1289,33177,242800
1290,19808,225600
1291,92688,601900
1292,21236,225400
1293,1915,400900
1294,90703,674600
1295,21220,196200
1296,75019,396000
1297,94610,1076100
1298,17055,184200
1299,23228,165100
1300,60462,247500
1301,1902,253900
1302,30736,145600
1303,34231,226400
1304,72076,94800
1305,7304,257500
1306,60067,305200
1307,98109,602300
1308,70737,183900
1309,60651,152700
1310,28376,148600
1311,6484,310300
1312,85021,230100
1313,94928,475400
1314,54701,171800
1315,60193,234300
1316,2740,191200
1317,98042,359000
1318,33461,133300
1319,6790,135800
1320,46902,85400
1321,7726,427500
1322,80211,453900
1323,33445,149700
1324,60062,488500
1325,21804,128000
1326,94601,457600
1327,33417,61200
1328,92064,638100
1329,70560,85600
1330,53221,129100
1331,32907,143500
1332,78046,96700
1333,17543,215100
1334,46410,115100
1335,46038,180300
1336,95376,369900
1337,91765,646300
1338,20747,212500
1339,62702,68700
1340,94566,1040200
1341,34207,100100
1342,97756,246300
1343,12603,215600
1344,47909,117100
1345,33917,188800
1346,23224,92600
1347,93010,579300
1348,28105,234100
1349,46383,174100
1350,28213,135100
1351,35401,84600
1352,95825,244500
1353,77024,853800
1354,92544,230700
1355,46901,65900
1356,89014,217700
1357,19805,133300
1358,40299,208300
1359,46140,130500
1360,8234,185000
1361,93711,309400
1362,1420,168400
1363,21702,252500
1364,64055,111200
1365,34609,147400
1366,40356,138200
1367,60188,231800
1368,11435,396500
1369,19132,34100
1370,89131,285100
1371,32304,78100
1372,18042,124400
1373,35216,251000
1374,92833,533900
1375,21093,350700
1376,84119,169700
1377,49441,105300
1378,78412,125900
1379,60477,190900
1380,92530,295100
1381,33410,318000
1382,18017,199900
1383,93117,791100
1384,94521,570000
1385,19701,249900
1386,15221,83800
1387,85716,168300
1388,21701,261000
1389,30328,402300
1390,28212,126600
1391,32955,189400
1392,39110,237700
1393,1085,218600
1394,97477,201800
1395,33040,569400
1396,77004,243300
1397,32404,152200
1398,89509,363500
1399,60025,401700
1400,30039,158100
1401,40291,165000
1402,92618,700100
1403,33484,116300
1404,85635,135800
1405,30339,324100
1406,20748,228200
1407,28054,115400
1408,32207,136000
1409,32712,224900
1410,79925,121400
1411,98058,379800
1412,90275,1233500
1413,84770,206000
1414,93304,145200
1415,85015,163800
1416,31909,128600
1417,95037,842600
1418,40219,124700
1419,55406,216400
1420,2127,569700
1421,11550,307300
1422,48146,64600
1423,27292,106500
1424,91605,479900
1425,19401,142500
1426,98092,357700
1427,98102,558600
1428,48910,67700
1429,85027,186700
1430,53590,231100
1431,55379,242900
1432,95826,276300
1433,6360,140000
1434,61201,82100
1435,28304,90400
1436,72756,143400
1437,33196,292500
1438,46368,138300
1439,10977,429200
1440,48227,36000
1441,95821,301900
1442,30120,135100
1443,43201,194100
1444,92040,453800
1445,2149,334100
1446,92054,564100
1447,63368,240100
1448,45342,133800
1449,60120,157200
1450,32714,157800
1451,80909,194600
1452,55110,231000
1453,82001,175300
1454,70769,226300
1455,32507,180300
1456,75050,138500
1457,8861,231500
1458,32818,160300
1459,33844,133600
1460,38116,87200
1461,60707,235600
1462,11205,770000
1463,33624,198200
1464,80906,300100
1465,32526,124500
1466,95127,623100
1467,29203,68000
1468,22202,606200
1469,85745,181800
1470,85051,162000
1471,90804,411600
1472,33446,146300
1473,76021,233500
1474,84010,249600
1475,32811,79700
1476,33771,136500
1477,78109,138900
1478,38134,114800
1479,90745,444400
1480,70570,96300
1481,95240,260400
1482,85730,136800
1483,43213,83100
1484,48188,235700
1485,60540,384000
1486,92506,383800
1487,94606,519300
1488,92660,1649700
1489,33928,309200
1490,30126,187000
1491,61820,112200
1492,94025,1943600
1493,94107,1106200
1494,46060,158000
1495,76502,139300
1496,45385,106200
1497,95667,323000
1498,30680,140100
1499,17042,147000
1500,85704,246600
1501,60605,294000
1502,33610,84000
1503,21045,321100
1504,98503,233200
1505,49503,124600
1506,34145,535500
1507,22901,278800
1508,36608,126600
1509,83501,181900
1510,87031,119100
1511,32566,216500
1512,55423,213300
1513,55119,179400
1514,27295,123400
1515,85033,138400
1516,90029,766600
1517,90815,622800
1518,95476,680200
1519,97701,375300
1520,60563,282400
1521,93611,284500
1522,95136,778700
1523,98223,320600
1524,17050,248200
1525,89128,186800
1526,27516,321200
1527,30519,211600
1528,32259,300100
1529,48047,189500
1530,11743,535900
1531,22033,452400
1532,7753,276000
1533,94901,1009600
1534,97303,230900
1535,38127,46600
1536,34746,186000
1537,95062,776900
1538,27127,119400
1539,14624,125800
1540,93311,268200
1541,49203,85300
1542,27105,67700
1543,32738,132500
1544,32034,310600
1545,85249,349600
1546,33016,147000
1547,63114,74600
1548,95926,286000
1549,12601,189600
1550,20032,249500
1551,64133,97100
1552,75044,193800
1553,34786,398900
1554,70118,391600
1555,46219,86000
1556,33611,214400
1557,74136,186000
1558,99504,257700
1559,32127,206600
1560,72703,203600
1561,39047,169100
1562,49508,157100
1563,19082,80600
1564,20148,593500
1565,38125,147200
1566,1040,174100
1567,33428,250500
1568,83642,208200
1569,76522,94600
1570,30134,124100
1571,84074,182600
1572,95111,606800
1573,70808,239100
1574,70458,151900
1575,78413,171300
1576,2472,504900
1577,84790,232400
1578,43017,332100
1579,87505,301300
1580,38671,102800
1581,45373,135700
1582,7307,370800
1583,60644,143000
1584,78665,232600
1585,46203,61000
1586,48105,342900
1587,28411,233000
1588,8902,265500
1589,80227,329800
1590,50315,113200
1591,46385,194200
1592,91016,600300
1593,8012,185700
1594,77060,114400
1595,93455,378700
1596,93534,176600
1597,53703,251700
1598,10026,951300
1599,8094,183300
1600,90291,1618700
1601,97222,305900
1602,48310,184300
1603,91320,658000
1604,91606,509700
1605,94608,617500
1606,8360,144700
1607,12401,150600
1608,60090,174700
1609,91764,342300
1610,70056,154700
1611,7105,292300
1612,20785,201800
1613,95762,572700
1614,75165,162600
1615,60653,218700
1616,53219,125300
1617,97217,413700
1618,71203,120400
1619,33172,160000
1620,53051,237400
1621,89436,320000
1622,96826,425000
1623,63701,140800
1624,2139,658500
1625,90065,701700
1626,83706,207400
1627,2130,513200
1628,34232,206900
1629,92395,201700
1630,30152,246800
1631,30038,102200
1632,79705,221300
1633,60409,83100
1634,91423,957400
1635,92025,484100
1636,2138,719200
1637,70605,229100
1638,97230,285700
1639,95050,956500
1640,33193,238600
1641,33155,345800
1642,85120,152300
1643,17403,131300
1644,33014,195500
1645,28115,172800
1646,89015,191700
1647,94116,1107400
1648,14612,133800
1649,92557,297100
1650,30228,137900
1651,2920,215200
1652,60302,350700
1653,92262,338900
1654,32547,165700
1655,96753,580700
1656,70058,132500
