,Location,Zhvi
927,"35.57, -82.54",214400
928,"33.84, -118.35",797500
929,"34.83, -82.37",173000
930,"40.51, -74.45",289200
931,"36.17, -86.78",272800
932,"33.78, -118.18",351700
933,"35.54, -78.83",219000
934,"38.65, -121.25",405400
935,"33.65, -112.24",243600
936,"33.95, -84.54",253200
937,"39.95, -74.18",149200
938,"26.14, -81.79",190500
939,"43.77, -88.44",105500
940,"30.44, -87.18",134100
941,"39.95, -75.16",478100
942,"36.28, -95.83",163900
943,"39.21, -85.91",131200
944,"30.06, -89.93",532900
945,"41.83, -87.68",140100
946,"43.16, -77.61",87200
947,"35.78, -78.79",287100
948,"33.95, -83.39",134500
949,"33.37, -112.38",220600
950,"28.3, -81.41",118900
951,"40.41, -105.07",283200
952,"29.76, -95.38",159500
953,"40.56, -89.62",93600
954,"34.01, -117.27",255100
955,"38.96, -77.38",575900
956,"27.88, -82.33",169300
957,"37.68, -121.75",749900
958,"37.9, -121.4",222100
959,"34.93, -82.23",159300
960,"40.79, -77.85",274300
961,"37.71, -122.16",577600
962,"39.3, -76.44",175000
963,"38.22, -85.74",104200
964,"37.77, -122.41",806300
965,"37.78, -122.46",1776200
966,"39.98, -82.98",86300
967,"39.76, -104.87",271800
968,"41.24, -81.82",163000
969,"37.7, -122.08",682200
970,"34.83, -82.37",218300
971,"38.5, -122.76",498100
972,"41.87, -71.37",162500
973,"47.69, -117.45",141200
974,"33.59, -112.1",170200
975,"31.09, -97.71",129000
976,"40.22, -74.01",340300
977,"36.2, -86.32",204400
978,"40.11, -83.13",253900
979,"33.94, -116.97",291900
980,"25.85, -80.41",334800
981,"33.6, -117.64",674800
982,"37.07, -76.51",188400
983,"25.77, -80.2",391800
984,"47.3, -122.37",320000
985,"33.98, -81.22",125200
986,"35.19, -80.83",157000
987,"26.63, -81.85",176500
988,"38.69, -121.31",258900
989,"41.93, -71.29",271900
990,"42.77, -86.1",176600
991,"42.77, -86.1",146700
992,"32.71, -117.05",402100
993,"38.76, -121.28",335200
994,"35.16, -85.2",162200
995,"39.73, -74.98",176300
996,"47.18, -122.16",331900
997,"48.79, -122.41",332000
998,"33.04, -96.74",402900
999,"31.31, -89.3",163200
1000,"25.77, -80.29",168500
1001,"28.5, -81.37",169800
1002,"35.1, -90.0",85400
1003,"41.76, -88.29",155500
1004,"35.97, -83.94",119000
1005,"33.5, -112.02",263100
1006,"32.85, -96.96",160500
1007,"47.54, -122.27",430000
1008,"43.59, -83.88",90500
1009,"32.96, -117.12",699200
1010,"33.22, -117.1",457400
1011,"43.1, -77.44",189600
1012,"34.16, -118.37",577200
1013,"41.22, -73.06",265000
1014,"31.84, -106.43",85600
1015,"42.23, -88.33",195100
1016,"40.68, -73.78",627000
1017,"42.51, -71.77",221500
1018,"34.91, -82.31",154000
1019,"41.24, -75.87",59800
1020,"34.04, -117.67",360000
1021,"42.6, -83.93",224800
1022,"26.23, -80.13",156000
1023,"29.99, -97.87",173800
1024,"32.75, -97.33",121300
1025,"36.72, -121.63",377300
1026,"34.06, -118.08",517300
1027,"21.3, -157.85",984000
1028,"40.06, -74.11",253300
1029,"32.23, -80.86",238200
1030,"38.97, -76.5",403200
1031,"40.72, -74.17",239300
1032,"41.14, -81.36",134200
1033,"28.75, -81.33",263800
1034,"46.97, -122.87",281500
1035,"32.51, -93.66",183400
1036,"38.04, -84.45",124000
1037,"42.35, -71.06",404100
1038,"32.85, -96.96",351400
1039,"32.35, -86.28",83700
1040,"32.79, -96.76",479300
1041,"33.81, -118.03",617000
1042,"33.39, -111.71",198700
1043,"36.56, -82.19",111800
1044,"34.92, -80.74",350000
1045,"40.56, -79.75",103500
1046,"39.65, -78.76",76800
1047,"29.99, -95.26",153300
1048,"40.79, -74.26",356500
1049,"42.04, -87.68",396400
1050,"32.07, -110.88",114300
1051,"28.68, -81.51",159800
1052,"33.11, -117.16",558900
1053,"47.05, -122.36",239300
1054,"34.2, -118.44",491800
1055,"41.89, -87.94",373800
1056,"33.96, -118.27",325900
1057,"38.63, -90.24",300200
1058,"39.27, -76.83",434700
1059,"32.72, -114.51",160400
1060,"33.95, -118.3",395100
1061,"26.63, -81.99",209900
1062,"32.79, -96.76",61300
1063,"28.5, -81.37",87100
1064,"28.68, -81.27",229100
1065,"32.69, -97.12",181200
1066,"45.44, -122.88",382400
1067,"34.23, -118.47",511900
1068,"47.89, -122.25",255600
1069,"39.01, -77.02",380400
1070,"34.02, -118.31",536600
1071,"30.21, -92.02",211600
1072,"34.02, -118.35",560400
1073,"36.13, -86.58",191900
1074,"35.57, -80.81",344400
1075,"34.0, -81.03",100800
1076,"37.55, -77.46",140100
1077,"34.11, -83.99",209200
1078,"34.03, -84.35",309200
1079,"37.54, -122.3",1252100
1080,"38.04, -84.45",193700
1081,"30.44, -91.12",221200
1082,"39.77, -86.14",187000
1083,"32.78, -117.01",450100
1084,"33.89, -118.29",437700
1085,"34.17, -117.87",399500
1086,"38.53, -90.45",204500
1087,"41.7, -88.07",173800
1088,"35.05, -78.87",157100
1089,"35.61, -120.76",436200
1090,"43.06, -87.96",240100
1091,"40.42, -104.74",176200
1092,"25.77, -80.2",202300
1093,"32.78, -79.99",279100
1094,"36.4, -119.38",219400
1095,"39.69, -104.81",240100
1096,"33.51, -82.14",226300
1097,"25.77, -80.2",328200
1098,"32.19, -110.98",103800
1099,"34.21, -77.91",180000
1100,"40.59, -75.47",193700
1101,"34.22, -117.37",274500
1102,"28.3, -81.41",189400
1103,"29.76, -95.38",157500
1104,"34.22, -118.59",585100
1105,"38.95, -92.32",140000
1106,"43.97, -75.91",124000
1107,"33.98, -118.33",519600
1108,"38.51, -121.49",250800
1109,"29.76, -95.38",378300
1110,"33.88, -117.85",654000
1111,"33.76, -112.24",352100
1112,"37.75, -122.43",1538000
1113,"26.52, -80.08",140800
1114,"21.3, -157.85",468200
1115,"32.78, -79.99",248600
1116,"29.76, -95.38",121800
1117,"39.76, -104.87",288200
1118,"37.56, -122.37",2182800
1119,"41.01, -81.6",90600
1120,"33.54, -81.72",154200
1121,"38.65, -90.58",362500
1122,"37.25, -121.92",1070900
1123,"40.81, -96.68",225600
1124,"35.1, -90.0",53600
1125,"40.42, -74.41",350300
1126,"25.77, -80.2",124700
1127,"33.77, -84.29",103400
1128,"47.66, -122.29",812100
1129,"38.09, -122.25",284300
1130,"48.32, -122.63",279200
1131,"34.02, -118.15",394400
1132,"30.33, -81.65",251900
1133,"39.76, -104.87",449600
1134,"44.94, -93.1",280200
1135,"37.04, -76.29",165100
1136,"45.52, -122.85",345100
1137,"33.9, -117.4",319300
1138,"36.33, -82.36",123300
1139,"39.95, -75.16",227900
1140,"41.55, -83.62",186400
1141,"45.65, -108.38",157100
1142,"44.96, -93.26",282800
1143,"40.41, -86.87",131900
1144,"34.0, -118.28",372100
1145,"46.87, -96.81",287000
1146,"33.38, -112.11",159600
1147,"42.16, -87.96",295000
1148,"21.4, -157.73",945900
1149,"36.25, -86.69",151300
1150,"48.04, -122.05",327300
1151,"41.07, -111.98",199200
1152,"40.79, -74.47",542300
1153,"28.08, -80.6",246300
1154,"33.95, -118.4",997800
1155,"31.65, -106.15",113800
1156,"37.55, -77.46",219700
1157,"40.59, -75.47",81100
1158,"41.64, -81.4",168300
1159,"34.02, -117.58",392800
1160,"42.27, -83.73",358700
1161,"28.92, -81.92",209800
1162,"35.19, -80.83",321000
1163,"45.44, -122.96",310500
1164,"40.81, -81.37",151100
1165,"34.61, -118.27",336500
1166,"27.48, -82.57",230600
1167,"46.86, -96.75",180200
1168,"36.33, -82.36",131000
1169,"32.8, -117.16",525900
1170,"42.24, -83.62",95800
1171,"40.17, -105.11",288500
1172,"39.57, -105.14",408600
1173,"40.76, -73.01",262800
1174,"42.5, -83.15",200900
1175,"32.76, -117.12",541400
1176,"30.33, -81.65",183700
1177,"29.76, -95.38",133500
1178,"33.13, -116.98",426500
1179,"40.21, -75.07",286600
1180,"34.14, -119.1",399100
1181,"41.18, -73.19",164400
1182,"47.67, -122.18",744100
1183,"33.36, -111.75",280000
1184,"39.02, -77.19",870400
1185,"39.76, -104.87",527700
1186,"32.79, -96.76",388200
1187,"40.76, -73.96",1469800
1188,"33.87, -118.37",857100
1189,"34.05, -118.31",721000
1190,"33.37, -111.64",229900
1191,"41.17, -81.43",166100
1192,"38.81, -76.75",274300
1193,"41.96, -72.56",171800
1194,"47.19, -119.3",140800
1195,"35.1, -90.0",70600
1196,"39.73, -105.21",460300
1197,"34.29, -118.5",579700
1198,"42.15, -88.12",495400
1199,"33.38, -111.87",193800
1200,"39.95, -75.16",60200
1201,"28.58, -80.82",118800
1202,"40.64, -73.94",980900
1203,"46.59, -120.53",141900
1204,"42.97, -82.42",83800
1205,"34.51, -82.64",154500
1206,"38.89, -77.03",802000
1207,"40.43, -79.97",89100
1208,"44.9, -123.06",240700
1209,"41.68, -85.96",122500
1210,"43.49, -116.61",155900
1211,"42.34, -71.54",314800
1212,"43.21, -75.47",95500
1213,"34.49, -117.36",218800
1214,"33.57, -112.05",198900
1215,"42.03, -88.28",163000
1216,"33.77, -116.34",317200
1217,"25.77, -80.2",306100
1218,"39.6, -75.82",208200
1219,"34.0, -84.15",389300
1220,"29.76, -95.38",153800
1221,"46.11, -118.3",204200
1222,"33.97, -84.32",418700
1223,"43.63, -116.28",171300
1224,"43.22, -86.25",63600
1225,"36.1, -80.24",138300
1226,"47.61, -122.21",1002900
1227,"36.15, -85.5",135600
1228,"35.82, -78.65",264700
1229,"40.26, -80.18",228100
1230,"40.84, -73.87",338600
1231,"44.96, -93.26",220700
1232,"42.09, -79.23",59400
1233,"39.1, -77.55",479900
1234,"33.39, -117.29",523200
1235,"33.81, -84.36",337100
1236,"42.7, -84.55",77000
1237,"37.75, -122.13",543800
1238,"37.62, -122.43",890200
1239,"33.6, -117.66",666000
1240,"42.24, -84.4",135700
1241,"32.25, -110.87",144200
1242,"28.35, -82.69",135000
1243,"39.77, -86.14",102200
1244,"33.94, -80.39",83400
1245,"40.32, -111.96",271500
1246,"29.99, -90.17",185500
1247,"41.83, -87.68",136300
1248,"38.45, -122.68",613200
1249,"37.51, -121.89",1397000
1250,"37.83, -121.18",314100
1251,"33.2, -96.65",278900
1252,"33.73, -117.05",240900
1253,"43.06, -87.96",283000
1254,"25.77, -80.2",434200
1255,"33.42, -117.62",862100
1256,"42.48, -71.15",411100
1257,"43.06, -87.96",147200
1258,"42.96, -85.65",118300
1259,"32.84, -97.07",202600
1260,"33.38, -111.63",183800
1261,"41.83, -87.68",190600
1262,"33.98, -118.08",417900
1263,"44.26, -88.39",150500
1264,"27.48, -82.57",214000
1265,"35.05, -78.87",141600
1266,"32.67, -117.09",382100
1267,"40.52, -74.36",277700
1268,"36.17, -86.78",241800
1269,"38.03, -78.48",272900
1270,"45.45, -122.69",451700
1271,"45.5, -122.43",265600
1272,"43.06, -87.96",107000
1273,"47.37, -120.35",242300
1274,"30.16, -81.7",153900
1275,"33.91, -84.83",138100
1276,"41.76, -88.29",117400
1277,"40.13, -75.51",277500
1278,"33.09, -117.27",790200
1279,"33.89, -117.78",756700
1280,"44.94, -93.1",179100
1281,"34.0, -117.97",609200
1282,"29.45, -98.5",91200
1283,"39.02, -84.56",189600
1284,"29.76, -95.38",162000
1285,"40.58, -73.65",509600
1286,"33.78, -84.38",288500
1287,"34.29, -83.83",208500
1288,"39.77, -86.14",125300
1289,"25.77, -80.2",242800
1290,"39.73, -75.53",225600
1291,"33.61, -117.61",601900
1292,"39.38, -76.48",225400
1293,"42.55, -70.84",400900
1294,"33.86, -118.05",674600
1295,"39.33, -76.43",196200
1296,"32.96, -96.99",396000
1297,"37.81, -122.24",1076100
1298,"40.21, -77.0",184200
1299,"37.55, -77.46",165100
1300,"41.61, -87.85",247500
1301,"42.47, -70.96",253900
1302,"34.91, -85.1",145600
1303,"27.33, -82.54",226400
1304,"34.86, -92.12",94800
1305,"40.71, -74.06",257500
1306,"42.11, -88.04",305200
1307,"47.63, -122.34",602300
1308,"30.21, -90.92",183900
1309,"41.83, -87.68",152700
1310,"34.97, -79.22",148600
1311,"41.3, -73.13",310300
1312,"33.55, -112.09",230100
1313,"38.34, -122.7",475400
1314,"44.82, -91.49",171800
1315,"42.03, -88.08",234300
1316,"41.66, -70.93",191200
1317,"47.36, -122.1",359000
1318,"26.61, -80.05",133300
1319,"41.83, -73.12",135800
1320,"40.47, -86.13",85400
1321,"40.29, -74.36",427500
1322,"39.76, -104.87",453900
1323,"26.45, -80.08",149700
1324,"42.12, -87.83",488500
1325,"38.37, -75.58",128000
1326,"37.77, -122.21",457600
1327,"26.74, -80.12",61200
1328,"32.97, -117.02",638100
1329,"30.0, -91.81",85600
1330,"43.06, -87.96",129100
1331,"27.98, -80.66",143500
1332,"27.53, -99.48",96700
1333,"40.15, -76.3",215100
1334,"41.47, -87.32",115100
1335,"39.95, -86.02",180300
1336,"37.73, -121.42",369900
1337,"33.99, -117.81",646300
1338,"38.85, -76.88",212500
1339,"39.78, -89.64",68700
1340,"37.65, -121.85",1040200
1341,"27.48, -82.57",100100
1342,"44.26, -121.22",246300
1343,"41.69, -73.92",215600
1344,"40.41, -86.87",117100
1345,"26.63, -81.85",188800
1346,"37.55, -77.46",92600
1347,"34.23, -119.07",579300
1348,"35.12, -80.71",234100
1349,"41.47, -87.05",174100
1350,"35.19, -80.83",135100
1351,"33.23, -87.54",84600
1352,"38.58, -121.4",244500
1353,"29.76, -95.38",853800
1354,"33.64, -116.83",230700
1355,"40.47, -86.13",65900
1356,"36.05, -115.05",217700
1357,"39.73, -75.53",133300
1358,"38.22, -85.74",208300
1359,"39.79, -85.77",130500
1360,"39.41, -74.58",185000
1361,"36.84, -119.82",309400
1362,"42.58, -71.81",168400
1363,"39.42, -77.41",252500
1364,"39.08, -94.35",111200
1365,"28.55, -82.39",147400
1366,"37.87, -84.58",138200
1367,"41.91, -88.13",231800
1368,"40.68, -73.78",396500
1369,"39.95, -75.16",34100
1370,"36.3, -115.24",285100
1371,"30.45, -84.28",78100
1372,"40.68, -75.22",124400
1373,"33.52, -86.79",251000
1374,"33.88, -117.96",533900
1375,"39.43, -76.64",350700
1376,"40.7, -111.94",169700
1377,"43.22, -86.25",105300
1378,"27.8, -97.39",125900
1379,"41.57, -87.8",190900
1380,"33.68, -117.37",295100
1381,"26.74, -80.12",318000
1382,"40.62, -75.36",199900
1383,"34.5, -120.12",791100
1384,"37.97, -121.96",570000
1385,"39.58, -75.68",249900
1386,"40.43, -79.97",83800
1387,"32.24, -110.92",168300
1388,"39.42, -77.41",261000
1389,"33.93, -84.38",402300
1390,"35.19, -80.83",126600
1391,"28.31, -80.72",189400
1392,"32.45, -90.1",237700
1393,"42.13, -72.75",218600
1394,"44.05, -123.0",201800
1395,"24.55, -81.78",569400
1396,"29.76, -95.38",243300
1397,"30.17, -85.67",152200
1398,"39.49, -119.84",363500
1399,"42.07, -87.81",401700
1400,"33.85, -84.0",158100
1401,"38.22, -85.74",165000
1402,"33.67, -117.73",700100
1403,"26.45, -80.08",116300
1404,"31.59, -110.17",135800
1405,"33.86, -84.47",324100
1406,"38.8, -76.94",228200
1407,"35.25, -81.17",115400
1408,"30.33, -81.65",136000
1409,"28.68, -81.51",224900
1410,"31.84, -106.43",121400
1411,"47.43, -122.11",379800
1412,"33.75, -118.31",1233500
1413,"37.18, -113.6",206000
1414,"35.33, -119.02",145200
1415,"33.5, -112.1",163800
1416,"32.51, -84.87",128600
1417,"37.17, -121.65",842600
1418,"38.22, -85.74",124700
1419,"44.96, -93.26",216400
1420,"42.35, -71.06",569700
1421,"40.7, -73.61",307300
1422,"42.24, -83.18",64600
1423,"35.8, -80.25",106500
1424,"34.2, -118.39",479900
1425,"40.12, -75.33",142500
1426,"47.28, -122.1",357700
1427,"47.63, -122.32",558600
1428,"42.7, -84.55",67700
1429,"33.72, -112.08",186700
1430,"43.18, -89.23",231100
1431,"44.77, -93.47",242900
1432,"38.54, -121.38",276300
1433,"41.55, -72.08",140000
1434,"41.47, -90.58",82100
1435,"35.05, -78.87",90400
1436,"36.33, -94.13",143400
1437,"25.77, -80.2",292500
1438,"41.58, -87.18",138300
1439,"41.11, -74.04",429200
1440,"42.38, -83.1",36000
1441,"38.62, -121.38",301900
1442,"34.16, -84.8",135100
1443,"39.98, -82.98",194100
1444,"32.9, -116.89",453800
1445,"42.4, -71.05",334100
1446,"33.35, -117.43",564100
1447,"38.78, -90.7",240100
1448,"39.63, -84.27",133800
1449,"42.03, -88.28",157200
1450,"28.66, -81.39",157800
1451,"38.86, -104.76",194600
1452,"44.94, -93.1",231000
1453,"41.14, -104.79",175300
1454,"30.3, -90.97",226300
1455,"30.44, -87.18",180300
1456,"32.69, -97.01",138500
1457,"40.52, -74.27",231500
1458,"28.5, -81.37",160300
1459,"28.1, -81.62",133600
1460,"35.1, -90.0",87200
1461,"41.92, -87.81",235600
1462,"40.64, -73.94",770000
1463,"27.95, -82.48",198200
1464,"38.86, -104.76",300100
1465,"30.44, -87.18",124500
1466,"37.37, -121.75",623100
1467,"34.0, -81.03",68000
1468,"38.87, -77.1",606200
1469,"32.25, -111.08",181800
1470,"33.55, -112.13",162000
1471,"33.78, -118.14",411600
1472,"26.45, -80.08",146300
1473,"32.84, -97.13",233500
1474,"40.88, -111.82",249600
1475,"28.5, -81.37",79700
1476,"27.9, -82.78",136500
1477,"29.51, -98.31",138900
1478,"35.1, -90.0",114800
1479,"33.82, -118.26",444400
1480,"30.52, -92.08",96300
1481,"38.11, -121.16",260400
1482,"32.17, -110.79",136800
1483,"39.98, -82.98",83100
1484,"42.3, -83.48",235700
1485,"41.76, -88.15",384000
1486,"33.92, -117.36",383800
1487,"37.78, -122.24",519300
1488,"33.62, -117.87",1649700
1489,"26.44, -81.81",309200
1490,"33.81, -84.56",187000
1491,"40.11, -88.26",112200
1492,"37.45, -122.17",1943600
1493,"37.76, -122.39",1106200
1494,"40.05, -86.03",158000
1495,"31.09, -97.36",139300
1496,"39.68, -83.94",106200
1497,"38.73, -120.8",323000
1498,"33.99, -83.72",140100
1499,"40.34, -76.42",147000
1500,"32.33, -110.98",246600
1501,"41.83, -87.68",294000
1502,"27.95, -82.48",84000
1503,"39.2, -76.85",321100
1504,"47.02, -122.79",233200
1505,"42.96, -85.65",124600
1506,"25.94, -81.73",535500
1507,"38.03, -78.48",278800
1508,"30.68, -88.04",126600
1509,"46.16, -116.92",181900
1510,"34.81, -106.73",119100
1511,"30.36, -87.17",216500
1512,"44.96, -93.26",213300
1513,"44.94, -93.1",179400
1514,"35.8, -80.25",123400
1515,"33.49, -112.21",138400
1516,"34.09, -118.29",766600
1517,"33.79, -118.12",622800
1518,"38.24, -122.46",680200
1519,"44.07, -121.25",375300
1520,"41.76, -88.15",282400
1521,"36.93, -119.56",284500
1522,"37.27, -121.84",778700
1523,"48.18, -121.67",320600
1524,"40.24, -77.02",248200
1525,"36.19, -115.26",186800
1526,"35.92, -79.04",321200
1527,"34.11, -83.99",211600
1528,"30.08, -81.59",300100
1529,"42.68, -82.73",189500
1530,"40.87, -73.4",535900
1531,"38.85, -77.29",452400
1532,"40.21, -74.08",276000
1533,"37.97, -122.5",1009600
1534,"45.01, -123.01",230900
1535,"35.1, -90.0",46600
1536,"28.3, -81.41",186000
1537,"36.97, -121.98",776900
1538,"36.1, -80.24",119400
1539,"43.16, -77.61",125800
1540,"35.18, -119.21",268200
1541,"42.24, -84.4",85300
1542,"36.1, -80.24",67700
1543,"28.9, -81.2",132500
1544,"30.65, -81.44",310600
1545,"33.24, -111.78",349600
1546,"25.86, -80.29",147000
1547,"38.63, -90.24",74600
1548,"39.74, -121.83",286000
1549,"41.69, -73.92",189600
1550,"38.89, -77.03",249500
1551,"39.09, -94.58",97100
1552,"32.91, -96.62",193800
1553,"28.49, -81.53",398900
1554,"30.06, -89.93",391600
1555,"39.77, -86.14",86000
1556,"27.95, -82.48",214400
1557,"36.12, -95.91",186000
1558,"61.17, -149.63",257700
1559,"29.19, -81.05",206600
1560,"36.07, -94.15",203600
1561,"32.28, -90.0",169100
1562,"42.96, -85.65",157100
1563,"39.96, -75.27",80600
1564,"39.04, -77.48",593500
1565,"35.1, -90.0",147200
1566,"42.21, -72.64",174100
1567,"26.37, -80.1",250500
1568,"43.59, -116.42",208200
1569,"31.11, -97.9",94600
1570,"33.74, -84.74",124100
1571,"40.57, -112.33",182600
1572,"37.28, -121.83",606800
1573,"30.44, -91.12",239100
1574,"30.28, -89.77",151900
1575,"27.8, -97.39",171300
1576,"42.36, -71.17",504900
1577,"37.06, -113.57",232400
1578,"40.11, -83.13",332100
1579,"35.67, -105.95",301300
1580,"34.97, -89.99",102800
1581,"40.04, -84.21",135700
1582,"40.71, -74.06",370800
1583,"41.83, -87.68",143000
1584,"30.54, -97.64",232600
1585,"39.77, -86.14",61000
1586,"42.27, -83.73",342900
1587,"34.21, -77.91",233000
1588,"40.45, -74.48",265500
1589,"39.76, -104.87",329800
1590,"41.57, -93.61",113200
1591,"41.47, -87.05",194200
1592,"34.15, -117.99",600300
1593,"39.79, -75.06",185700
1594,"29.76, -95.38",114400
1595,"34.82, -120.41",378700
1596,"34.72, -118.15",176600
1597,"43.07, -89.38",251700
1598,"40.71, -73.99",951300
1599,"39.68, -74.98",183300
1600,"33.99, -118.46",1618700
1601,"45.44, -122.61",305900
1602,"42.58, -83.03",184300
1603,"34.17, -118.95",658000
1604,"34.18, -118.39",509700
1605,"37.83, -122.29",617500
1606,"39.46, -74.99",144700
1607,"41.93, -73.99",150600
1608,"42.13, -87.92",174700
1609,"34.07, -117.62",342300
1610,"29.91, -90.05",154700
1611,"40.72, -74.17",292300
1612,"38.95, -76.95",201800
1613,"38.68, -121.05",572700
1614,"32.4, -96.85",162600
1615,"41.83, -87.68",218700
1616,"43.06, -87.96",125300
1617,"45.58, -122.7",413700
1618,"32.51, -92.08",120400
1619,"25.79, -80.36",160000
1620,"43.14, -88.12",237400
1621,"39.64, -119.69",320000
1622,"21.3, -157.85",425000
1623,"37.3, -89.55",140800
1624,"42.37, -71.11",658500
1625,"34.1, -118.22",701700
1626,"43.59, -116.19",207400
1627,"42.3, -71.11",513200
1628,"27.33, -82.54",206900
1629,"34.48, -117.36",201700
1630,"34.02, -84.61",246800
1631,"33.71, -84.1",102200
1632,"32.02, -102.1",221300
1633,"41.61, -87.54",83100
1634,"34.14, -118.42",957400
1635,"33.09, -116.94",484100
1636,"42.37, -71.11",719200
1637,"30.21, -93.2",229100
1638,"45.54, -122.5",285700
1639,"37.34, -121.95",956500
1640,"25.77, -80.2",238600
